"CANCELED","ROW_WID","ACCNT_LOC","ARPU","SES","HOME_PASSED","CUST_SINCE_DT","MONTHS_AGE","CANCEL_DT","CITY","POP"
1,307576657,"2919823",369.93,"C",4892,11-MAR-13,19.5,26-OCT-14,"MONCLOVA","MC"
1,307576659,"2901884",493.71,"D",890,17-NOV-12,23.3,26-OCT-14,"MONCLOVA","MC"
1,307577017,"4000741",580.55,"C",4892,10-JUL-14,3.53,26-OCT-14,"MONCLOVA","MC"
1,307575112,"2764981",540,"D",890,16-MAY-11,69.38,27-FEB-17,"MONCLOVA","MC"
1,307577615,"2661177",468,"D",1499,26-ABR-10,81.41,07-FEB-17,"MONCLOVA","MC"
1,307576585,"2985074",684,"B",403,08-FEB-14,8.59,26-OCT-14,"MONCLOVA","MC"
1,307577227,"2697424",368.03,"D",890,18-OCT-10,48.27,26-OCT-14,"MONCLOVA","MC"
1,307577444,"2988235",304.65,"C",4892,12-MAR-14,7.46,26-OCT-14,"MONCLOVA","MC"
1,307576095,"2860738",555,"C",3273,21-JUN-12,28.17,26-OCT-14,"MONCLOVA","MC"
1,307576428,"2905972",184.94,"B",924,07-DIC-12,22.62,26-OCT-14,"MONCLOVA","MC"
1,307574497,"2830089",521,"B",181,17-FEB-12,51.93,14-JUN-16,"MONCLOVA","MC"
1,307575401,"2981149",355,"D",890,20-DIC-13,27.34,30-MAR-16,"MONCLOVA","MC"
1,307575470,"2910821",362.52,"C",4892,12-ENE-13,21.46,26-OCT-14,"MONCLOVA","MC"
1,307576220,"2917539",334.75,"C",128,21-FEB-13,20.17,26-OCT-14,"MONCLOVA","MC"
1,307576221,"2917629",988,"C",339,22-FEB-13,20.14,26-OCT-14,"MONCLOVA","MC"
1,307576222,"2917819",438.14,"C",75,23-FEB-13,20.11,26-OCT-14,"MONCLOVA","MC"
1,307578262,"2839309",486.59,"D",876,27-MAR-12,30.98,26-OCT-14,"MONCLOVA","MC"
1,307579190,"2907105",305,"C",33,17-DIC-12,22.3,26-OCT-14,"MONCLOVA","MC"
1,307579192,"2907458",342.29,"B",1733,19-DIC-12,22.24,26-OCT-14,"MONCLOVA","MC"
1,307580165,"2897510",166,"B",1733,31-OCT-12,44.6,18-JUL-16,"MONCLOVA","MC"
1,307577626,"2893062",438.29,"D",210,13-OCT-12,24.43,26-OCT-14,"MONCLOVA","MC"
1,307578551,"4000386",581,"C",4892,07-JUL-14,3.62,26-OCT-14,"MONCLOVA","MC"
1,307578622,"2669177",335,"C",4892,03-JUN-10,52.75,26-OCT-14,"MONCLOVA","MC"
1,307579550,"4005319",393,"D",296,28-AGO-14,1.95,26-OCT-14,"MONCLOVA","MC"
1,307579551,"4005428",499,"D",387,29-AGO-14,1.92,26-OCT-14,"MONCLOVA","MC"
1,307580397,"2932947",454,"D",325,12-AGO-13,25.59,30-SEP-15,"MONCLOVA","MC"
1,307580398,"2932957",585,"A",2592,12-AGO-13,44.21,18-ABR-17,"MONCLOVA","MC"
1,307577988,"2936016",911.61,"C",4892,07-OCT-13,12.62,26-OCT-14,"MONCLOVA","MC"
1,307580760,"2800108",523.74,"C",4892,19-OCT-11,36.24,26-OCT-14,"MONCLOVA","MC"
1,307580761,"2800507",520,"C",3273,20-OCT-11,54.57,06-MAY-16,"MONCLOVA","MC"
1,307578206,"2936283",423,"C",4892,10-OCT-13,16.05,11-FEB-15,"MONCLOVA","MC"
1,307578207,"2982376",179,"C",94,07-ENE-14,29.83,01-JUL-16,"MONCLOVA","MC"
1,307579203,"2934423",616.2,"C",605,06-SEP-13,13.66,26-OCT-14,"MONCLOVA","MC"
1,307579204,"2934480",422.27,"D",296,07-SEP-13,13.62,26-OCT-14,"MONCLOVA","MC"
1,307580302,"2985676",370,"B",1733,17-FEB-14,8.3,26-OCT-14,"MONCLOVA","MC"
1,307577643,"2920738",484.06,"C",568,16-MAR-13,19.33,26-OCT-14,"MONCLOVA","MC"
1,307577710,"2808525",425,"C",4892,23-NOV-11,35.11,26-OCT-14,"MONCLOVA","MC"
1,307577711,"2658552",1121.11,"C",3273,13-ABR-10,54.43,26-OCT-14,"MONCLOVA","MC"
1,307577852,"2909501",581,"D",876,04-ENE-13,21.72,26-OCT-14,"MONCLOVA","MC"
1,307578066,"2667890",1255.33,"C",4892,28-MAY-10,52.95,26-OCT-14,"MONCLOVA","MC"
1,307578211,"2982514",625,"C",860,09-ENE-14,42.99,08-AGO-17,"MONCLOVA","MC"
1,307578279,"2879218",329,"C",3273,24-AGO-12,33.21,30-MAY-15,"MONCLOVA","MC"
1,307578855,"2881216",289,"C",568,01-SEP-12,25.82,26-OCT-14,"MONCLOVA","MC"
1,307579280,"2914568",178.25,"D",145,05-FEB-13,20.69,26-OCT-14,"MONCLOVA","MC"
1,307579282,"2866558",514.82,"D",1499,10-JUL-12,27.53,26-OCT-14,"MONCLOVA","MC"
1,307579707,"2903688",305,"C",1306,26-NOV-12,23,26-OCT-14,"MONCLOVA","MC"
1,307580468,"2842117",249,"C",4892,09-ABR-12,30.56,26-OCT-14,"MONCLOVA","MC"
1,307579568,"2698621",751,"A",2592,22-OCT-10,48.14,26-OCT-14,"MONCLOVA","MC"
1,307577861,"2921352",878.68,"C",568,22-MAR-13,19.14,26-OCT-14,"MONCLOVA","MC"
1,307577863,"2921521",225.19,"D",1499,23-MAR-13,19.11,26-OCT-14,"MONCLOVA","MC"
1,307578862,"2663836",370,"B",1733,08-MAY-10,65.85,03-NOV-15,"MONCLOVA","MC"
1,307578863,"2904887",585,"A",2592,30-NOV-12,56.14,03-AGO-17,"MONCLOVA","MC"
1,307579002,"2990780",546,"D",876,03-ABR-14,6.75,26-OCT-14,"MONCLOVA","MC"
1,307579359,"2805299",671.97,"D",354,08-NOV-11,35.59,26-OCT-14,"MONCLOVA","MC"
1,307579360,"2805300",379.55,"D",1153,08-NOV-11,35.59,26-OCT-14,"MONCLOVA","MC"
1,307579362,"2805533",907.22,"D",354,09-NOV-11,35.56,26-OCT-14,"MONCLOVA","MC"
1,307579712,"2915356",539.28,"C",605,11-FEB-13,20.5,26-OCT-14,"MONCLOVA","MC"
1,307577177,"2860725",620,"C",3273,21-JUN-12,30.5,05-ENE-15,"MONCLOVA","MC"
1,307576894,"2933987",585,"C",75,30-AGO-13,23.66,19-AGO-15,"MONCLOVA","MC"
1,307576895,"2934001",352.37,"C",767,30-AGO-13,13.88,26-OCT-14,"MONCLOVA","MC"
1,307576759,"2908520",258.39,"C",860,27-DIC-12,21.98,26-OCT-14,"MONCLOVA","MC"
1,307576762,"2919987",1062.94,"C",4892,12-MAR-13,19.46,26-OCT-14,"MONCLOVA","MC"
1,307579093,"2934021",51.01,"C",3273,30-AGO-13,14.06,31-OCT-14,"MONCLOVA","MC"
1,307579094,"2934067",581,"B",1733,31-AGO-13,26.12,03-NOV-15,"MONCLOVA","MC"
1,307580016,"2816334",1102.26,"C",790,26-DIC-11,34,26-OCT-14,"MONCLOVA","MC"
1,307580422,"2682315",498.84,"D",1499,10-AGO-10,50.53,26-OCT-14,"MONCLOVA","MC"
1,307579313,"2935097",499,"A",2592,20-SEP-13,23.21,26-AGO-15,"MONCLOVA","MC"
1,307579381,"2901752",208.54,"C",1306,16-NOV-12,23.33,26-OCT-14,"MONCLOVA","MC"
1,307580086,"2997887",645,"C",568,11-JUN-14,4.5,26-OCT-14,"MONCLOVA","MC"
1,307578817,"2799379",1267,"D",1153,17-OCT-11,36.3,26-OCT-14,"MONCLOVA","MC"
